 (-3.325167186013305853e-02+0.000000000000000000e+00j), (-2.034681344324232033e-01+0.000000000000000000e+00j), (5.984264179097849023e-01+0.000000000000000000e+00j), (4.356648429326521743e-01+0.000000000000000000e+00j), (-2.739435218374023512e-02+0.000000000000000000e+00j), (3.839104695428010583e-01+0.000000000000000000e+00j), (4.387774013611487334e-01+0.000000000000000000e+00j), (3.473473003458822563e-03+0.000000000000000000e+00j)
 (-2.369572250179119988e-01-1.280391279808121285e-01j), (6.114137701233037653e-02+5.202708445910009250e-01j), (-3.306781852328164462e-01-9.707749520138087007e-02j), (-4.655786446699744507e-01-3.780537444484795562e-01j), (-1.519737705200964739e-01+1.164511393231056624e-01j), (-1.212730746280006877e-01+2.790587556469469321e-01j), (-1.598879184407965004e-01-2.533276791039197340e-01j), (3.190387254594765666e-03-1.351814289067822857e-03j)
 (2.958401633430906008e-01-2.787675499159472103e-01j), (3.554452778316565253e-01-3.075926969323292126e-01j), (8.437502947879502169e-02+1.969597729627971527e-01j), (3.376037885832728902e-01+2.083818855542830251e-01j), (5.034177963685478874e-01+1.054023073029022178e-01j), (-2.660194517377624246e-01-3.767359526113457646e-02j), (-1.051595490378548353e-01-1.009469392529295344e-04j), (2.392607382048213965e-03-2.470933846105227358e-03j)
 (1.595615270391626539e-01+3.456823703245976986e-01j), (-3.252859531519937120e-01-1.759859763767952501e-01j), (8.165911711511947280e-02-1.195126693539753093e-01j), (1.151485404192715278e-01-7.331050146559159320e-02j), (-5.404318435486012984e-01-2.427043681846576262e-01j), (1.976305029469031249e-01-2.841681729459892905e-02j), (-5.319665104373887121e-02+1.918718153856194542e-01j), (1.224351353916310146e-03-3.168913363267059427e-03j)
 (-2.534160808115050734e-01+6.550196045988590510e-02j), (-7.352158895125668336e-02+2.274577853084390755e-01j), (-2.868505274769249103e-01+1.729296417579306022e-01j), (-3.433716650268202608e-01+2.448184193424016164e-02j), (7.532550885910850591e-03+4.859237735876779235e-02j), (3.369464573882027802e-01-1.837499254618940314e-01j), (1.322719133372412814e-01-2.492507370974669095e-02j), (-1.059038167205059145e-04-3.336729915498418044e-03j)
 (-9.203514818757195515e-02-1.504167428041277010e-01j), (-4.770738779789461537e-02+1.268566303242021076e-01j), (1.332498921115043422e-01-6.746362821441689861e-02j), (1.598641213227117719e-01+2.356605393179429797e-01j), (4.987270878925106898e-01-2.759550266397239882e-01j), (-4.783605034554812008e-01-6.904898356166037920e-02j), (7.443241082989215940e-02-6.637141009384806001e-02j), (-1.366166746522313622e-03-2.963769157663032582e-03j)
 (1.240861325465389270e-01-1.712419416275506034e-01j), (3.547302095295934987e-01-1.208789924004716743e-01j), (-6.454696479583661717e-02-2.639407909003467223e-01j), (2.588005242762849711e-01-2.504912664462319860e-01j), (-3.878142856830083529e-01+6.492369962434282327e-01j), (-1.131497955237777547e-01+4.605269354256430470e-01j), (-1.828541699546266663e-01-8.862103221812718534e-02j), (-2.345417861593444842e-03-2.137004149877495471e-03j)
 (2.021995168265191545e-01+1.363609169817272260e-01j), (-3.028891619432202420e-01-3.430051667826156114e-01j), (2.008779075510943313e-01+1.981341871783457442e-01j), (-4.560183757194670173e-01+2.287721879636706590e-01j), (1.831505450775747501e-01-1.824139007411454128e-01j), (3.473279528640279556e-01-3.608585563261252904e-01j), (3.568521400260428467e-02+1.456903914617969087e-01j), (-2.892669034906376023e-03-1.020976512459782120e-03j)
 (-1.240471557030269900e-01+1.551750452463533658e-01j), (-1.380309010908174205e-01+5.422327403879606544e-01j), (-5.029151414077735055e-02+1.267140414933111414e-02j), (-1.524447587337131593e-01-2.381226569734411769e-01j), (1.663930139406078479e-01-5.157832780990893040e-01j), (-1.476797519742164000e-01+1.526738680211218446e-01j), (4.725574884667602116e-02+3.520502498530734409e-02j), (-2.942772926760392569e-03+1.767819096015383099e-04j)
 (-5.499926511793468142e-02-8.261527835773542494e-02j), (4.534302454827218165e-01-4.595311626551832340e-01j), (-2.327280644216762617e-01-5.834258296834117508e-02j), (4.236483861799893447e-01-1.757618147699271383e-01j), (-5.294875848345659275e-01+5.138076001951197291e-01j), (3.719790184456031046e-01+6.920947299773336225e-02j), (6.654640740725738246e-02-1.721849679956864720e-01j), (-2.524164445901627002e-03+1.247307712307001160e-03j)
