 (1.356988245974698470e-01+0.000000000000000000e+00j), (9.700636847719695810e-01+0.000000000000000000e+00j), (6.800473940414896168e-01+0.000000000000000000e+00j), (7.263408400196899040e-01+0.000000000000000000e+00j), (5.674019031711025063e-01+0.000000000000000000e+00j), (3.332002786091239344e-01+0.000000000000000000e+00j), (3.996966745637153817e-01+0.000000000000000000e+00j), (7.982762556288203887e-03+0.000000000000000000e+00j)
 (1.049011613068189241e-01+2.347311755297732949e-01j), (-5.397142889601620475e-01-1.204689714736960071e-01j), (-4.262191777351560518e-01-2.263210381911686109e-01j), (-3.655504938970248197e-01+2.010827256831038967e-01j), (-1.969617767621039683e-01-1.615397612255649040e-01j), (-1.339191513435112890e-01+9.773272267859034468e-02j), (-2.593869044536602497e-01-9.458062248692233887e-02j), (6.774466973302502651e-03-4.048740719738049866e-03j)
 (-3.361345827562791655e-01-4.955697174334743049e-02j), (1.786967208030731669e-01+1.219856148448073829e-01j), (1.248130199053198719e-01+2.355188538323872705e-01j), (-6.399884596669655479e-02+8.213169075751899917e-02j), (-1.537695764282860922e-01-1.271426123242526129e-01j), (-6.431129932797319260e-02-1.044870388809638062e-01j), (1.108183432329671314e-01-4.906684415166592643e-03j), (3.606187950019908075e-03-6.717831659738379008e-03j)
 (2.972775296140742762e-01-1.870858191580414276e-01j), (-2.167511675874458366e-01-5.724684676073836520e-02j), (5.545731174047499601e-02-8.660140685437170416e-02j), (4.347822077336719812e-03-3.803874147267618522e-01j), (-4.343265252945126276e-02+3.580176995611458191e-01j), (9.746107524769548336e-02+7.888313488923223704e-02j), (-6.280375416013550538e-02+4.974175658225347962e-02j), (-3.476444987327231232e-04-7.184325236895819887e-03j)
 (-8.901819187246307052e-02+3.144840440228612310e-01j), (-1.431106899333385585e-02+1.058031989875248685e-01j), (-1.576586071244387988e-01-1.436764928424882209e-03j), (1.209390731733417934e-01+2.255503412248521800e-01j), (1.465529152489240816e-01-1.914024071718528064e-01j), (-4.583686290289159387e-02-9.638812031197946384e-02j), (-1.911300672971508879e-02-3.421729342954629716e-02j), (-3.691258019200670780e-03-5.491575396324324329e-03j)
 (-1.151400314904713340e-01-1.796620580452786275e-01j), (2.359876064004446661e-01+6.338805973233589686e-02j), (2.038791187123741300e-01+5.976370198245506415e-02j), (-4.279082899011006635e-02-4.644584951117189386e-02j), (-3.808197728071048560e-02-7.958807423710505258e-02j), (-2.816914575432857143e-02+2.788830389978366742e-02j), (9.987680580704788591e-02+2.592131843101024360e-02j), (-5.378913952873966287e-03-2.480476045788228365e-03j)
 (4.902011329107605619e-02+1.492451732874251411e-02j), (-1.878779000191038162e-01-1.270279830950889477e-01j), (-3.023864691418480799e-01-1.560599273683432875e-01j), (4.804844785881276503e-02-8.968696551097518621e-02j), (5.996729325357196688e-02+2.423691369330003009e-01j), (-7.128805750581812539e-02+1.096346271601199851e-01j), (-1.486055248143263174e-01-4.923803734165782542e-02j), (-5.106162605331688448e-03+6.133564846096651278e-04j)
 (4.286771845184235430e-02-6.746259425029643708e-02j), (-2.236010951057113352e-03-2.425126261692989518e-02j), (1.096869349822860162e-01+1.753085799957433411e-01j), (-1.000960208514154598e-01+2.069281101288787394e-01j), (3.809973204724446082e-03-1.632341975959774039e-01j), (9.679600990145394157e-02-6.450000604959146844e-02j), (9.541908716467002727e-02+7.525624051550403038e-02j), (-3.356896530521281258e-03+2.701346284690729627e-03j)
 (4.183814937155272418e-02+1.463225059238230652e-01j), (-3.009328470923291685e-02-3.499561423089618539e-02j), (2.155238386401526762e-01-1.894721094669028216e-01j), (-1.232198852596002800e-02+3.563538093371265009e-02j), (-1.700914462088621570e-01-1.020291944738300066e-01j), (5.665562236788927036e-02-7.889392489363118710e-02j), (-2.795733960776176572e-02-6.860929473195707430e-03j), (-1.106882388776425120e-03+3.272728266469758073e-03j)
 (-1.733559856670233434e-01-3.265929704302217296e-02j), (1.324556661873036445e-01+2.004150637854945627e-01j), (-2.293864098470497492e-01+1.906424669180614151e-01j), (1.155739904567506526e-01-2.992997165379736035e-01j), (1.419290674829642440e-01+1.076540730333931523e-01j), (-1.043870472342492417e-01+7.369897214333311075e-02j), (5.207742812573064317e-02-3.316726891861596083e-02j), (6.575938222027283633e-04+2.528900385366976769e-03j)
