 (3.779693956757624318e-01-1.433719180887985944e-01j), (3.107905571036073678e-01+3.373373044578312774e-01j), (6.952501584727305284e-02-3.156888133171918687e-02j), (-1.154293187431042894e-01-6.410257192960013006e-02j), (3.954261164170033149e-01-6.196374150210497422e-01j), (3.288332266152731859e-02+2.160517937278194633e-01j), (-3.953495559617246635e-01+4.330438398295717306e-01j), (-1.331282681177104465e-01+1.705120706968198951e-01j), (-3.722844981858051960e-02+1.482094930401644250e-01j), (-3.812133185905606375e-02-1.000489125991437522e-01j), (9.709868793807054782e-04-6.469089053968776759e-02j), (-4.269711077032989181e-03+4.708933748817129006e-02j)
 (1.853277466089506831e-01+4.128307944862272816e-01j), (1.986347836989828530e-01-1.035906653290745938e+00j), (-2.813065503914451981e-01+1.866285586097711155e-02j), (2.888054929888341782e-01+8.872834738347626371e-02j), (-4.264116662613718356e-01+3.111375515537676550e-01j), (-2.836208098311595593e-01-2.806055321136270986e-01j), (2.662224792649142691e-01-6.973493522110016385e-02j), (3.391660452374927609e-02-3.401858110557025999e-02j), (1.184875411208351353e-01-8.153387287016830576e-02j), (9.724795594305475632e-02+1.015549808378367197e-01j), (-8.860909231792623436e-03+2.794125335406708217e-03j), (2.781972435588462439e-02-2.568069896478266875e-02j)
 (-3.190287697999918959e-01+2.191832859039539172e-01j), (-1.014504850965501692e+00+6.823223259818853581e-01j), (3.227695825970711141e-01+1.387470536914190977e-01j), (-1.193814817183010829e-01-1.742248615882283913e-01j), (3.404864460587510022e-01+2.877098527987881349e-01j), (-7.657069381732012348e-02-1.180254476265832769e-01j), (2.222218921488193499e-01-2.045613605369500654e-01j), (8.180205357934326738e-02+1.666172842516742622e-02j), (-1.343628009502709497e-01+8.380018713909001549e-02j), (-1.254167879757327464e-01-7.747724335200961709e-02j), (-3.941907760428439711e-02+2.117198292465285320e-03j), (-3.515905613880025704e-02-1.532732642771368874e-03j)
 (-2.914980733730360152e-01-1.181528507067502592e-01j), (1.294683949622569497e+00+4.471328767596966514e-01j), (-1.500904859471741404e-01-2.636469079615665900e-01j), (3.033921799057743840e-01+4.260597842686334458e-01j), (-9.595310699642051189e-02-5.380203001779030325e-01j), (4.300745955194970049e-01+2.017841091202178805e-01j), (-3.728761937880880617e-01-1.562356643446806415e-02j), (-3.456370774577841032e-02-6.784829893148706069e-03j), (9.127264480035965355e-02-1.132823277826228991e-01j), (3.230149024385693679e-02+4.041904085241249112e-02j), (6.237342602638939505e-03+2.507482339659144674e-03j), (1.565468815591872231e-02+2.380010074967209982e-02j)
 (-4.427084661081202854e-02-3.684352598596355999e-01j), (-5.766907340179607822e-01-9.892305942325152479e-01j), (-1.041401454317140984e-01+2.097332797371497803e-01j), (-4.818870006536968287e-01-1.851886387842107407e-01j), (-2.728581044266759625e-01+1.750907112765286988e-01j), (-2.018212093171807275e-01-1.051952589743029715e-01j), (2.703257591800394682e-02+2.950290893511634538e-01j), (1.837720451163253610e-02-1.685598658392185867e-01j), (3.902050651423199373e-02+9.152644167846965551e-02j), (1.331444910137494220e-02+4.557286413900377142e-02j), (2.004484738733756932e-02-1.030249173023661639e-02j), (3.171355611441223007e-03-1.714548551608649496e-02j)
 (3.605983911316486545e-01-7.944649490198732456e-02j), (-2.795695223785080730e-01+7.260011469594964684e-01j), (1.711166435250829898e-01-5.188724267025043857e-02j), (2.217613602972590484e-02-6.277703273288588737e-03j), (3.392357473760101300e-02+1.900020477705717803e-01j), (-3.306843795873082997e-02+2.361698785712139925e-01j), (2.326862866481011205e-01-3.792461673304373115e-01j), (-6.399402320994174165e-02+2.207551049662697662e-01j), (-7.560576586608955263e-02-1.181765420403325766e-02j), (-3.527912897287377447e-02-4.256923993688593866e-02j), (-4.667655905925717497e-02+3.351391283493596746e-02j), (-7.943984566620720250e-03+1.318716095239743508e-02j)
 (4.247288580747604625e-02+2.574663038084766820e-01j), (2.540655386650122471e-01-1.930652748184760459e-01j), (-1.030897823205262909e-01-2.251887680586915352e-01j), (3.729899897441173451e-01-2.645535742873370566e-01j), (2.456754589803302191e-01-1.520099403782879388e-01j), (1.862762687830172570e-01-8.220910691909100176e-02j), (-2.550251626316550890e-01+2.798494263118358472e-01j), (-1.965562430947000866e-02-1.149982564638026561e-01j), (4.808975310854710083e-02-1.894649982278512335e-01j), (1.423487179101162736e-01+3.384605968475912219e-02j), (7.108290239778421171e-02-1.786441429868811104e-02j), (1.874893515899339960e-02-1.471747074960265671e-03j)
 (-1.634434153970484860e-01+2.221096686781037083e-02j), (-3.055945774985271979e-02-3.899794998374012112e-02j), (9.553174712683429326e-02+2.643541809518472618e-01j), (7.599600610544147983e-03+3.862651190811188240e-01j), (3.845586016299821219e-01-1.290805154975467051e-01j), (-1.543435984284003137e-01-2.254244647269859625e-01j), (2.045945789549080684e-01-8.783734180755572996e-02j), (3.588800282956239318e-02+2.428958919811066014e-02j), (1.679546417896906479e-02+2.484216057590795113e-01j), (-6.858121943959684386e-02-1.076036225472775387e-01j), (-1.422337410038339994e-02+1.301576187926131722e-04j), (-3.603734474619631721e-03-1.599854579779856623e-02j)
 (-1.512730186997968823e-02-1.656821543052628964e-01j), (2.523177360038774131e-01+4.061139539665843678e-02j), (-1.427144773006333300e-01-7.687352813772335702e-02j), (-4.145055419491539550e-01+9.694267476749840462e-02j), (-8.309886471526652940e-01-2.047387564345733851e-02j), (-2.545936909135574355e-01+2.388061638403898290e-01j), (-4.906747063333479625e-02-1.555993709851574425e-01j), (2.006538993245522706e-02+3.255744411504193220e-02j), (-6.521777564634786972e-02-6.704631174795602777e-02j), (-6.725980244759427462e-02+5.496854923274747950e-02j), (-4.568117103933588830e-02+1.153489500236422327e-02j), (-1.163351975927049559e-02-1.539949044738108709e-03j)
 (2.174969403801841894e-01+3.651737501622030063e-02j), (-3.880424309855769471e-01-1.573069101374168777e-01j), (1.593411367631566711e-01+1.100965857378631702e-01j), (-1.122109569880707369e-01-4.093329590103218507e-01j), (1.774219500736176625e-01+5.341446918902632568e-01j), (2.416251093399281458e-01-1.700580368518516128e-01j), (-1.860530847461738246e-01+2.462662996464487219e-01j), (4.864489981455187573e-02-5.289532325562214948e-02j), (1.371667831721246240e-02-6.536000573309347361e-02j), (4.082252403914910649e-02+5.435379683428251396e-02j), (4.974722735018459463e-02-9.455774719126921329e-03j), (-8.129117054281365801e-03+1.014428467892366723e-02j)
 (-1.229401013082292160e-01+2.095123900589480337e-01j), (4.147577893881859712e-02+2.235190723156699755e-01j), (-3.253802639746294911e-02-2.497301760196577458e-01j), (5.141498537478805808e-01-9.144554595870263425e-02j), (4.224801127037386417e-01-3.572571142744198625e-01j), (1.564310796623434030e-01-2.156429628743417731e-02j), (2.056059884256040693e-01+5.135920562904169873e-02j), (-5.818175939296813676e-02-1.962612871204882925e-02j), (2.039018130015908190e-02+1.251864082431177194e-01j), (-4.643763938908340716e-02-1.155883988423590802e-01j), (4.155320263464695046e-03-6.754774538425515826e-03j), (1.105373161351165534e-02+9.955377702727950112e-03j)
 (-1.297341574824293908e-01-1.636370342149205404e-01j), (-9.585951856368044727e-03-1.842942981579260564e-01j), (-2.666930540946531591e-01+1.486781697446189210e-01j), (-2.011085482020452953e-01+3.569333097996709725e-01j), (-2.288875105196046811e-01-1.694911037768497275e-01j), (-1.613965439637427834e-01+1.627065430697516302e-01j), (3.102039423688631933e-03-2.881136752927543343e-01j), (-2.627524656026377498e-02+3.389750492636889323e-02j), (-7.153366955305145991e-02-1.910274041311623705e-01j), (5.609917192398429509e-02+1.263704209580870375e-01j), (-9.682260119049998850e-03-3.276295157571588838e-03j), (5.124185899360665652e-03-1.104478608250864489e-02j)
 (1.288595233585212996e-01-7.844983432194274631e-02j), (3.464593843638144599e-01+4.074010525311391046e-02j), (5.303558821104324972e-01+1.894493941527284342e-01j), (-8.753603772521906246e-02-4.614341560423459304e-02j), (4.570432338062550837e-02+1.859690191026622252e-01j), (-6.715083960409873320e-03-1.536455300846201882e-02j), (-1.114495425898157921e-01+1.440901522514297373e-01j), (9.598841669160138035e-02+5.147513472601421280e-02j), (1.188546069563135299e-01+1.665311419797436965e-01j), (-5.508940051275931782e-02-2.765712617012176192e-03j), (-3.201471823105004472e-02-3.159120639523751300e-02j), (-7.918783801481690462e-03+3.091051795131054356e-03j)
 (1.159890164800065071e-01+8.791472337256230063e-02j), (-3.479123337651816861e-02-1.651678188254911417e-01j), (-3.018093951939348485e-01-4.849904651806509759e-01j), (1.697784970301339236e-01-2.537274558209565156e-01j), (-1.592880012373033838e-01-2.101160434949784772e-01j), (-2.365199357398807892e-02-8.177172149755547459e-02j), (9.517910685950228822e-02+2.833727508101960106e-03j), (-9.672638758829335548e-02-8.993806259022694982e-02j), (-7.985160956152219380e-02-6.058275112436511955e-02j), (7.255396978252234841e-02-5.611618378880111474e-02j), (2.157787740700919422e-03+8.218944337142300438e-02j), (9.171533086529487511e-03+2.465952082707177032e-03j)
 (-1.003116258595221494e-01+1.734474149944135180e-01j), (-3.205089309878923487e-01+4.086709137568183547e-01j), (-1.784598205096601942e-01+4.709170138241743908e-01j), (7.110261071008580624e-02+3.127250432425392468e-01j), (-2.894240909405982817e-02+3.431303162422399966e-01j), (5.334260708324945616e-02+1.434712134697885833e-01j), (-4.645761454985628675e-02-1.146454707813959230e-02j), (7.285259343115854658e-02+8.256037372050793743e-02j), (-7.163944159298375053e-03+1.487950459137260539e-02j), (-4.733455231362867360e-02-1.838705654415636465e-02j), (3.181432479410448849e-02-6.349742428452537224e-02j), (-2.854389480924563773e-03-9.470731272505111820e-03j)
 (-1.608811037818685952e-01-1.219298537032172391e-01j), (1.747757651979942595e-01+1.307293813621420928e-02j), (3.529977217783614174e-01-7.861241483266659391e-02j), (-2.248156693794712835e-01+1.428057359548856875e-01j), (4.675764291019319785e-01+1.304206140259606822e-02j), (3.426645637781926268e-02-2.184562168400132898e-01j), (-3.414771315966896870e-02+4.277911894706298152e-02j), (-9.107887977169945581e-02+2.152505739824703539e-03j), (4.799209987178660458e-02+3.204773956654195094e-02j), (3.621330886855429754e-02+3.408736750856992265e-02j), (-1.240352571089636813e-02+1.542510011033924010e-02j), (-4.426609107169054633e-03+6.278389716678005675e-03j)
 (8.019652732961200792e-02-1.030324115072595026e-01j), (-7.688417217713947038e-02-3.353915984910972314e-01j), (-2.065730109644455803e-01-2.569274418443435737e-01j), (-1.523439062967773538e-01-3.996903370453137594e-01j), (-2.720511796146111716e-01-4.067574470503435569e-01j), (-1.446999908307501914e-01+1.183876913378349299e-01j), (6.619069761206494706e-02-7.386374902937914433e-02j), (7.516066869155672847e-02-5.437415377917840381e-02j), (-2.313282652995029415e-03-1.109378919857377660e-01j), (-7.137320264400157099e-03+2.582960978466205051e-02j), (-3.638438647403755694e-02-1.303735462244571923e-02j), (7.623946006819437744e-03-2.571893843558136546e-03j)
 (9.434941548130565403e-02-8.732193023436030099e-04j), (3.646806159047794732e-03-1.003467728411111537e-02j), (-1.228782033239456464e-02+1.770672314920072044e-01j), (3.093212391867506961e-01-5.533852438694638470e-03j), (-2.580467763238116774e-01+3.251022696488474750e-01j), (1.629349707371698652e-01+1.234596457593228058e-01j), (-3.790971148268634794e-02+1.133441332112421762e-01j), (-3.735684729786269836e-02+1.991164958334757512e-02j), (-2.249176290547269183e-02+1.268059111083222890e-01j), (-3.735123932255351997e-02-4.267183165763341335e-02j), (3.836500781892021594e-02+4.690189142684340201e-02j), (-8.324761080516353967e-03-7.462913108532484054e-03j)
 (2.810168424243366520e-02+1.521065429118333423e-01j), (3.139151548732225377e-02+1.710132101136427329e-01j), (2.798537162113648447e-02+3.193780897017078901e-02j), (-6.002987946709469058e-02+2.327901760816813992e-01j), (1.346181662720354888e-01-9.593202987295793016e-02j), (-6.350681082341991246e-02-3.173249379780989088e-01j), (8.916955155434992675e-02-1.188287737115732157e-01j), (2.219292342373754834e-02-5.039289284979815708e-02j), (1.946604475140430862e-02-8.393987319458617868e-02j), (4.138416217765707172e-02-3.850623641146429244e-02j), (1.492761999620890317e-02-1.454830498777191436e-02j), (-6.181980876460862334e-03+1.195981212784644546e-02j)
 (-1.971590498374334033e-01-2.468960118475086590e-02j), (4.087427335034111986e-02+1.525915013961181288e-01j), (1.112934347309061794e-01-1.123966608265631467e-02j), (-1.070054480196118707e-01-1.488047218416603534e-01j), (6.740732885040182781e-03-8.330912064385068150e-02j), (-1.181432706775399216e-01+1.626526362447373031e-01j), (-2.120928128831077730e-01+7.197253341182038161e-03j), (-3.783622765377961383e-02+6.647144766549761830e-02j), (-2.608818763114132896e-02+2.994418571506354126e-02j), (-1.285286473982165736e-02+8.731627111676659725e-02j), (-1.051430532856059696e-02-2.688268213698258302e-02j), (1.428855058159494984e-02+3.985909220377689341e-03j)
 (8.481739307302396669e-02-1.759634780552611355e-01j), (-2.380823163185132041e-02-2.346666296707146104e-01j), (-5.536257059482911635e-02-1.899628335070084606e-01j), (1.396188403530255195e-01+2.152440854168485851e-02j), (2.066512255568011547e-01+1.660721232714726103e-01j), (1.849653348067466785e-01+7.602312200112487650e-02j), (2.337039582357304801e-01+1.139426543577811146e-01j), (7.244903304903535513e-02-6.973414562855315135e-03j), (6.524590645815271303e-03-1.039249544361120839e-02j), (4.539267799771293070e-03-6.939228934317492881e-02j), (-3.796666094551096743e-02+1.466664193866115684e-02j), (1.339801739159142370e-03-1.567913634670749928e-02j)
 (1.240267717985605173e-01+8.887039658944134723e-02j), (-1.032869770417164240e-01-1.591813880463479602e-01j), (-1.814827693454961755e-01+2.200740273174797701e-01j), (1.910407943995109242e-02+8.913312669273681932e-02j), (-4.580880116697360477e-02-1.306122986704249256e-01j), (9.779776656640236376e-02-1.076519235421428133e-01j), (-5.840699241377653173e-02-1.804320380624926667e-01j), (-6.570501197977010599e-02-2.979115418498791065e-02j), (-6.322899398847952809e-04+6.437564590681871257e-03j), (-1.606262595420268266e-02+6.290058178424559610e-02j), (6.750081009802605392e-02-9.800059699615747133e-03j), (-1.526792319540038953e-02+9.887784530874530256e-04j)
 (-5.336656587895510090e-02+9.333793460362038719e-02j), (1.141192674284677300e-01+2.019576079455765172e-01j), (2.354857361748625422e-01+3.772575757125439661e-02j), (-1.673053711931156984e-01-2.063940555599290405e-02j), (-1.548435728047132809e-01+1.181036954220151536e-01j), (-2.997685785559750515e-01+1.101811080985218849e-01j), (-1.381014254919752382e-01+8.345577262104135474e-02j), (4.148117247717350575e-02+7.749686236353118922e-03j), (1.482825424293215261e-02+1.528120914171539682e-03j), (-1.006910101969516261e-02-3.597308627231964040e-02j), (-4.576594934197118769e-02-9.389060474201170806e-04j), (2.282078144609096283e-03+1.244181483846538289e-02j)
 (-8.314899045157750357e-02-2.189202823798574310e-02j), (9.562422166600756390e-02+1.235101405903362703e-01j), (-3.142111226657295225e-02-2.004488151301590526e-01j), (9.893052578121772078e-02-9.499786122891201723e-02j), (-7.167311794732253438e-02-8.546591741366432737e-02j), (3.430724553536952659e-02+5.651902699950043379e-02j), (8.692882186810968470e-02+1.490569735885327041e-01j), (-1.677791625954985072e-02+4.230415261863251786e-02j), (1.339378799092818054e-02+1.954590756458575093e-02j), (3.868926766901009673e-02-5.864992420360499309e-03j), (1.627968111897858637e-03+5.357531882485704749e-03j), (8.545453346030393305e-03-2.187943808766727553e-03j)
 (4.228524066888131316e-03-6.905750340744555571e-02j), (-1.523109510878478123e-01-1.470303538216436445e-01j), (-8.439565205449575669e-02+5.993778395666280595e-02j), (-9.313687190578345820e-03+1.138312241601671937e-01j), (1.470046199917582896e-01-6.119918177620393973e-02j), (1.467119889113100983e-01-1.889285390561400713e-01j), (1.486190170194949256e-01-1.835740862071990054e-01j), (-3.475429025070787825e-02-8.019121545002690088e-02j), (-2.793983558133121201e-02-2.761672243981424732e-02j), (-1.873288945891525559e-02+5.677081162116088403e-03j), (-7.212108710377653463e-03+4.767232707289793293e-03j), (-9.329899239385306721e-04-6.418170211499729140e-03j)
 (4.857090839681783151e-02-5.584185485800806023e-03j), (-7.087293207446104804e-02-1.807801325228095696e-02j), (-3.463534618492939560e-02+9.793737978039324110e-02j), (-3.573234876622301270e-02-2.315296212166661691e-02j), (2.021258104181233167e-02+1.705031798870573767e-01j), (1.058730066699478667e-02-5.148104631408124271e-03j), (-2.722813607449151574e-01+1.439096829384151760e-02j), (8.058283513102040829e-02+9.809504583611466932e-02j), (2.398443353580630155e-02-2.240170454808850659e-02j), (-2.027784846006934830e-02+8.253671871934391627e-04j), (1.478850897744304546e-02-2.354848262451289531e-03j), (-7.983954442620663783e-03-5.444217490016684240e-04j)
 (1.153323458027289208e-03+2.861355039850452253e-02j), (1.876091901289784758e-01+1.575371924793094597e-02j), (1.010377811917363838e-01-1.135013330453982748e-02j), (5.900096145446406815e-02-1.562993928165258284e-01j), (-4.011672937352676882e-02-1.795915565759357777e-02j), (-2.464837051000200521e-02+3.467317529939709098e-02j), (1.481519208736636339e-01+1.127920669434183953e-01j), (-6.575574393272878848e-02-8.749169060708496259e-02j), (-2.127778113747944705e-02+3.583184351390647504e-02j), (1.324293184558279247e-02+9.354256681113459065e-04j), (1.767684385854404600e-02+2.940763679251075409e-03j), (-9.316277418702462003e-04+1.238687615115693051e-02j)
 (-6.889967217560456075e-03-1.582037988185601082e-02j), (-7.458420250334103774e-02-9.070209650786139471e-04j), (-1.465384814693274085e-02-1.640482651785920010e-01j), (1.170321124219102574e-02+2.093182729239461415e-01j), (8.222917867217738319e-03-1.727436591656226761e-01j), (-1.166478553511020450e-01+1.287357095965442344e-01j), (3.261365454115337792e-03-1.122326033224974873e-01j), (2.917071103526344342e-02+3.515548438159386835e-02j), (6.978615989577798689e-03-2.985108991319968680e-02j), (2.022505105717604251e-02+2.103486118994267462e-03j), (-3.106334127419183716e-02+6.335310827283383538e-03j), (1.654153541251340842e-02-4.510950345607211368e-04j)
 (2.345291937385813458e-02+1.053260458185177086e-02j), (-2.205982804084379023e-02+1.282934508801097384e-01j), (-3.696045216965783420e-02+1.569334771804057616e-01j), (-1.291293433382571521e-01-8.252616560800588030e-02j), (1.484974074514976150e-02+5.911922462734185701e-02j), (1.417605871370297421e-01-1.085448871034720986e-01j), (-9.137752667791140815e-03+8.864715455730959315e-02j), (-2.680068189657394684e-03-2.790577969732165042e-03j), (-2.794686424151995169e-02+6.001275775299329263e-02j), (-4.034948035053792514e-02-1.299464292427594120e-02j), (1.133170798467407481e-02-2.113620927420740286e-02j), (-2.802253487689186119e-03-1.756153599016001265e-02j)
 (-6.164183557300369209e-03+1.221062236186681860e-02j), (4.050635278794328942e-02-2.383195079233771940e-01j), (3.623927919029767963e-04-1.057440565746686906e-01j), (1.517931548986795609e-01-5.060916112595760519e-02j), (-2.325215788534160111e-02+1.780219486358874253e-02j), (-2.023888762784134543e-02+4.820150488782190545e-02j), (2.224634639196406902e-02-9.563972436344927996e-02j), (-2.963049408810458640e-02+3.615368280089864550e-02j), (2.172464675135317089e-02-5.282941818196594530e-02j), (2.421853723167733188e-02+1.492451619429315673e-02j), (-4.433038497950706099e-03+7.172513593186905997e-04j), (-1.501799483886378898e-02+4.317047257550124528e-03j)
 (-3.664302420810783278e-04+1.712389565673343161e-02j), (-1.157440329123329142e-02+2.070585051942590571e-01j), (-3.312833128962981710e-02+1.560430745759730509e-01j), (-3.772099375596661697e-02+1.169205599273412666e-01j), (-1.049663167862565638e-01+6.786356318220773676e-02j), (-6.869818310430714225e-02-3.921550731775597098e-02j), (-6.878133350270687618e-02+3.711468570731513844e-02j), (2.938164485382030455e-02-7.462674541355798774e-02j), (3.814720442380130361e-02+3.050534310664308746e-02j), (-1.401447082655173093e-02+6.666658219778232725e-03j), (2.331383260596512144e-02+2.285681660624417494e-02j), (3.849519444152991327e-03+1.133459673282162863e-02j)
 (-3.257159500061736213e-02-2.872490075933840925e-03j), (4.341955794527564694e-02-1.590797886219882940e-02j), (1.628946610938248329e-01-5.434121814124767691e-02j), (-1.008514448665183694e-01+5.148250901522512940e-02j), (1.293443433106556406e-01+3.549170043553152853e-02j), (5.460606612767923002e-03+3.678661002018998594e-02j), (5.525769229540086758e-02+3.623582959461421615e-02j), (4.914146311228891062e-04+7.547591530597939913e-02j), (-5.749553512481524881e-02-2.710484673688433321e-02j), (2.703574750709728317e-02-1.777220576115157852e-02j), (-3.673519830566075034e-02-2.805510515910233926e-02j), (9.982847848534828761e-03-2.123569443144320782e-03j)
 (1.537894435481762176e-02-2.852883622332812522e-02j), (-1.566601411277321887e-01-1.521472612593884749e-02j), (-2.499702778377318191e-01-1.871367189517700869e-01j), (6.929488682231524366e-02-3.104574828035426837e-01j), (1.174808316084939436e-01-1.040961430638890628e-01j), (1.640854387898768585e-02-2.983058694443184444e-02j), (-2.147342672494925719e-02-5.260247984670446408e-02j), (2.577682040662143334e-03-6.702469929651090619e-02j), (3.248245692595273793e-02+1.303173478433344162e-02j), (-3.215121395200263611e-03+2.308456982740666671e-02j), (1.097819067728492831e-02+3.714866413401105710e-02j), (-1.190503646043546658e-03-1.260904205139299489e-02j)
