 (-7.393788719469944759e-01+0.000000000000000000e+00j), (4.336529026468768366e-01+0.000000000000000000e+00j), (1.058749216493873213e+00+0.000000000000000000e+00j), (-4.023886675371540211e-01+0.000000000000000000e+00j), (1.876347130138654951e+00+0.000000000000000000e+00j), (1.028413528578389968e+00+0.000000000000000000e+00j), (-2.914701455261614615e-01+0.000000000000000000e+00j), (-1.220033117244323766e-03+0.000000000000000000e+00j)
 (3.802327835856916805e-01-4.977962466964562793e-01j), (-2.177174034272865155e-01+9.705490317304095171e-01j), (-6.367643658261028516e-01-7.330834102755108272e-01j), (3.457498192182990038e-01+3.876203772739461595e-01j), (-1.348883162149649539e+00+5.361749165133112838e-01j), (-6.265781399009756614e-01-5.078259998120764340e-01j), (2.599555728653457631e-01+1.335378886729284009e-01j), (-1.123848826248165580e-03+4.763482672632041626e-04j)
 (7.119647246187649214e-02+3.533550165573745572e-01j), (-7.450322431404560186e-02-2.463537500211329667e-01j), (3.250669755302208752e-02+1.315217994433890425e-01j), (-2.212737387569614356e-01-2.641592463289245685e-01j), (9.492216897042100587e-01-6.167535097430447699e-01j), (6.905810281225477354e-02+3.066190603191664144e-01j), (-9.780323049870666419e-02-2.444132865200961402e-01j), (-8.503397700376163311e-04+8.781049456380487627e-04j)
 (-6.633441729417478838e-02-8.659367363946422758e-02j), (1.744137881539415888e-03-3.421167228348644951e-01j), (-3.773354117280818681e-02+1.939736603798605796e-01j), (1.044824667149847272e-03-3.079286169011241636e-01j), (-1.127870685292292174e+00+6.547887163656775922e-01j), (1.522520173820818834e-01-1.824983453694437596e-01j), (-1.330547459144436340e-01+1.649648393294329551e-01j), (-4.423096946101522705e-04+1.142319941420517210e-03j)
 (-2.446577703851850888e-02+7.247756568264157595e-02j), (1.510946501670901165e-01+9.456845214535637700e-02j), (4.168564504690895345e-01+1.709653440847871964e-01j), (-5.945213303828664891e-03+4.317056120707308819e-01j), (9.208791065969783585e-01-2.192551770154899660e-01j), (6.727761645531343815e-02-2.532885726972498031e-01j), (1.675038602419489375e-01+8.944068106912821114e-02j), (3.631609542963936559e-05+1.227551464735838257e-03j)
 (1.103767585608012892e-02-9.364529544399269323e-02j), (1.206380243703696759e-02+9.263126641859423249e-02j), (-3.717433429004954881e-01-1.318533976536079289e-01j), (2.486666839665358231e-01-5.133557306059065295e-02j), (-8.366405488745453090e-01-4.681479987728210945e-01j), (-3.675104190366262902e-01+5.444002429320180525e-01j), (7.404825252972174754e-02-1.569025853291168282e-01j), (5.104510449228537219e-04+1.120435784945482665e-03j)
 (2.704892425279584872e-02+8.947014250453408368e-02j), (-1.244536029978038361e-01+6.635380683548983138e-02j), (-2.284020232691470476e-01-1.382629728257063761e-01j), (-8.316019134225212384e-02-4.232630106343094889e-01j), (1.133391533064806778e+00+7.545177777082313630e-01j), (1.771515179390587558e-01-1.062214587235051771e-01j), (-1.365839065743862657e-01-1.038078438763146288e-01j), (9.056291981642084843e-04+8.379124560833495911e-04j)
 (-7.633765597204783537e-02-2.137010346046715886e-02j), (-8.194584454650438374e-03-4.551572065846593018e-02j), (4.577980572416260330e-01+3.876478829558231004e-02j), (-9.535955418127715216e-03+2.009192251266321005e-01j), (-8.464542682411282382e-01-1.049185551409479000e+00j), (6.968134172752658839e-02-3.187839905240223981e-01j), (-1.148893958490738582e-01+1.777810195934604598e-01j), (1.159802877323929358e-03+4.246969544190497747e-04j)
 (4.933826801903443485e-03-7.917521334596239191e-02j), (1.651115899523413200e-01-8.649302475873797691e-02j), (-1.852548819456165674e-01+5.115087019404217228e-02j), (8.747068127833117213e-02+3.883807723372014742e-01j), (1.050978513097997197e-01+1.456464279089043412e+00j), (-6.610196795603885678e-02+1.438348153165056043e-01j), (1.751570328285629863e-01+2.019810594822704294e-02j), (1.233303636583702248e-03-5.368606014107076045e-05j)
 (1.118365472999814647e-01+2.338093570314652564e-02j), (-1.919015640930137878e-01+5.196751126181951841e-02j), (1.457950379295380738e-01+8.775024187012457622e-02j), (-7.292316356059114213e-02-3.436580652426365345e-01j), (3.172673351809687237e-01-1.406532008859478378e+00j), (1.589084561346499475e-02+2.600337393900444827e-01j), (-1.416403225929976223e-02-5.166154843341945468e-02j), (1.115346805496455476e-03-5.212929072759009148e-04j)
